"time	month	temperature	wind	humidity	barometer	visibility	weather"
"17.0	7	28	19	94	1003	0	Broken clouds"
"17.5	7	25	35	94	1004	5	Rain showers Broken clouds"
"18.0	7	25	15	100	1004	7	Light rain Broken clouds"
"18.5	7	25	9	94	1004	8	Light rain Partly cloudy"
"19.0	7	25	7	94	1004	8	Light rain Partly cloudy"
"19.5	7	25	15	100	1004	8	Light rain Passing clouds"
"20.0	7	25	13	100	1005	8	Light rain Partly cloudy"
"20.5	7	25	9	100	1005	8	Light rain Partly cloudy"
"21.0	7	25	9	100	1005	8	Light rain Partly cloudy"
"21.5	7	25	11	100	1006	8	Partly cloudy"
"22.0	7	25	13	100	1006	8	Partly cloudy"
"22.5	7	25	13	100	1006	0	Partly cloudy"
"23.0	7	25	9	100	1006	0	Partly cloudy"
"23.5	7	25	11	100	1006	0	Partly cloudy"
"0.0	7	25	13	100	1005	0	Partly cloudy"
"0.5	7	25	6	100	1005	0	Partly cloudy"
"1.0	7	25	9	100	1005	0	Partly cloudy"
"1.5	7	25	9	100	1005	0	Partly cloudy"
"2.0	7	25	11	100	1005	8	Light rain Partly cloudy"
"2.5	7	25	7	100	1005	8	Partly cloudy"
"3.0	7	25	20	100	1005	8	Partly cloudy"
"3.5	7	25	13	100	1005	8	Partly cloudy"
"4.0	7	25	13	100	1005	8	Partly cloudy"
"4.5	7	25	9	94	1005	8	Partly cloudy"
"5.0	7	25	9	94	1005	8	Partly cloudy"
"5.5	7	25	7	94	1005	8	Partly cloudy"
"6.0	7	25	9	100	1006	8	Broken clouds"
"6.5	7	25	11	100	1006	8	Partly sunny"
"7.0	7	26	7	94	1006	8	Broken clouds"
"7.5	7	26	11	100	1006	8	Broken clouds"
"8.0	7	27	13	94	1007	0	Partly sunny"
"8.5	7	28	15	94	1007	0	Partly sunny"
"9.0	7	29	15	89	1007	0	Broken clouds"
"9.5	7	29	19	94	1007	0	Scattered clouds"
"10.0	7	30	15	89	1007	0	Partly sunny"
"10.5	7	30	19	84	1007	0	Partly sunny"
"11.0	7	30	24	84	1007	0	Partly sunny"
"11.5	7	30	24	84	1007	0	Scattered clouds"
"12.0	7	30	22	84	1006	0	Partly sunny"
"12.5	7	28	22	94	1006	7	Sprinkles Partly sunny"
"13.0	7	28	15	94	1005	8	Thunderstorms Broken clouds"
"13.5	7	29	15	89	1005	0	Broken clouds"
"14.0	7	29	19	89	1005	0	Broken clouds"
"14.5	7	29	17	94	1005	0	Broken clouds"
"15.0	7	29	15	89	1005	8	Broken clouds"
"15.5	7	29	15	94	1004	0	Broken clouds"
"16.0	7	30	19	84	1004	0	Broken clouds"
"16.5	7	30	15	84	1004	0	Broken clouds"
"17.0	7	30	19	84	1005	0	Broken clouds"
"17.5	7	30	13	84	1005	0	Partly sunny"
"18.0	7	29	17	89	1005	0	Scattered clouds"
"18.5	7	29	15	89	1005	0	Passing clouds"
"19.0	7	29	15	89	1006	0	Passing clouds"
"19.5	7	29	13	84	1006	0	Passing clouds"
"20.0	7	28	11	89	1007	0	Passing clouds"
"21.0	7	28	11	89	1007	0	Passing clouds"
"21.5	7	28	9	94	1008	0	Passing clouds"
"22.0	7	28	7	94	1008	0	Passing clouds"
"22.5	7	28	9	94	1008	0	Passing clouds"
"23.0	7	28	11	94	1008	0	Passing clouds"
"23.5	7	28	9	94	1008	0	Passing clouds"
"0.0	7	28	11	94	1008	0	Passing clouds"
"0.5	7	28	13	94	1007	0	Passing clouds"
"1.0	7	27	13	100	1007	8	Passing clouds"
"1.5	7	27	9	100	1007	8	Passing clouds"
"2.0	7	27	11	100	1006	8	Passing clouds"
"2.5	7	27	11	100	1006	8	Passing clouds"
"3.0	7	27	13	100	1006	8	Passing clouds"
"3.5	7	27	13	100	1006	8	Passing clouds"
"4.0	7	27	13	100	1006	7	Passing clouds"
"4.5	7	27	13	100	1006	6	Passing clouds"
"5.0	7	27	11	100	1006	6	Passing clouds"
"5.5	7	27	15	100	1006	6	Passing clouds"
"6.0	7	27	13	100	1007	6	Broken clouds"
"6.5	7	27	15	100	1007	6	Partly sunny"
"7.0	7	27	22	94	1008	8	Scattered clouds"
"7.5	7	27	19	94	1008	0	Scattered clouds"
"8.5	7	27	22	89	1008	0	Scattered clouds"
"9.0	7	28	22	89	1008	0	Scattered clouds"
"9.5	7	29	26	84	1008	0	Scattered clouds"
"10.0	7	30	22	79	1008	0	Partly sunny"
"10.5	7	31	22	79	1008	0	Partly sunny"
"11.0	7	31	28	75	1007	0	Partly sunny"
"11.5	7	31	24	75	1007	0	Partly sunny"
"12.0	7	31	22	75	1007	0	Partly sunny"
"12.5	7	31	26	70	1007	0	Scattered clouds"
"13.0	7	31	24	79	1006	0	Partly sunny"
"13.5	7	31	22	75	1006	0	Scattered clouds"
"14.0	7	32	22	75	1006	0	Scattered clouds"
"14.5	7	32	22	71	1005	0	Scattered clouds"
"15.0	7	33	24	71	1005	0	Scattered clouds"
"15.5	7	32	20	75	1005	0	Scattered clouds"
"16.0	7	31	22	75	1005	0	Scattered clouds"
"16.5	7	30	24	79	1005	0	Scattered clouds"
"17.0	7	30	19	79	1005	0	Scattered clouds"
"17.5	7	30	19	79	1006	0	Broken clouds"
"18.0	7	29	13	84	1006	0	Broken clouds"
"18.5	7	29	17	89	1006	0	Partly cloudy"
"19.0	7	28	13	94	1006	0	Partly cloudy"
"19.5	7	28	20	94	1007	0	Passing clouds"
"20.0	7	28	19	89	1007	0	Passing clouds"
"20.5	7	28	17	94	1007	0	Passing clouds"
"21.0	7	28	17	94	1008	0	Passing clouds"
"21.5	7	28	17	94	1008	0	Passing clouds"
"22.0	7	28	17	94	1009	0	Passing clouds"
"22.5	7	28	15	94	1008	0	Passing clouds"
"23.5	7	28	13	94	1008	0	Passing clouds"
"0.0	7	27	11	100	1008	0	Passing clouds"
"1.0	7	27	13	100	1008	0	Passing clouds"
"1.5	7	27	15	94	1007	0	Passing clouds"
"2.0	7	27	15	100	1007	0	Passing clouds"
"2.5	7	27	15	100	1007	0	Passing clouds"
"3.0	7	27	15	100	1007	0	Passing clouds"
"3.5	7	27	13	100	1007	0	Passing clouds"
"4.0	7	27	13	100	1007	0	Passing clouds"
"4.5	7	27	13	100	1007	0	Passing clouds"
"5.0	7	27	15	100	1007	0	Passing clouds"
"5.5	7	27	13	100	1007	8	Passing clouds"
"6.0	7	27	15	100	1007	8	Broken clouds"
"6.5	7	27	13	100	1007	6	Broken clouds"
"7.0	7	28	13	94	1008	6	Broken clouds"
"7.5	7	28	17	94	1008	6	Broken clouds"
"8.5	7	29	19	89	1008	7	Broken clouds"
"9.0	7	29	20	89	1008	8	Partly sunny"
"9.5	7	30	22	89	1008	8	Broken clouds"
"10.5	7	30	19	89	1008	8	Broken clouds"
"11.0	7	32	19	79	1008	8	Broken clouds"
"11.5	7	26	19	100	1008	3	Rain showers Broken clouds"
"12.0	7	29	9	89	1007	7	Light rain Broken clouds"
"12.5	7	30	20	84	1007	0	Broken clouds"
"13.0	7	31	24	84	1006	0	Broken clouds"
"13.5	7	31	24	84	1006	0	Scattered clouds"
"14.0	7	32	19	79	1006	0	Partly sunny"
"14.5	7	31	22	79	1005	0	Partly sunny"
"15.0	7	30	22	84	1005	0	Sprinkles Partly sunny"
"15.5	7	31	19	79	1005	0	Scattered clouds"
"16.0	7	31	19	79	1005	0	Scattered clouds"
"16.5	7	30	19	84	1005	0	Scattered clouds"
"17.0	7	30	17	84	1006	0	Scattered clouds"
"17.5	7	29	15	89	1006	0	Scattered clouds"
"18.0	7	29	20	89	1006	0	Scattered clouds"
"18.5	7	29	15	89	1006	0	Passing clouds"
"19.0	7	29	13	89	1006	0	Passing clouds"
"19.5	7	29	17	89	1007	0	Passing clouds"
"20.0	7	29	15	89	1007	0	Passing clouds"
"20.5	7	28	20	94	1007	0	Passing clouds"
"21.0	7	28	19	89	1008	0	Passing clouds"
"21.5	7	28	11	89	1008	0	Passing clouds"
"22.0	7	28	9	94	1009	0	Passing clouds"
"22.5	7	27	9	94	1008	0	Passing clouds"
"23.0	7	27	9	94	1009	0	Passing clouds"
"23.5	7	27	4	94	1009	0	Passing clouds"
"0.0	7	26	6	94	1009	0	Partly cloudy"
"0.5	7	25	7	100	1008	0	Partly cloudy"
"1.0	7	25	7	100	1008	0	Passing clouds"
"1.5	7	25	4	100	1007	0	Passing clouds"
"2.0	7	25	0	100	1007	0	Passing clouds"
"2.5	7	26	2	100	1007	0	Passing clouds"
"3.0	7	27	11	100	1006	0	Passing clouds"
"3.5	7	27	11	100	1006	0	Passing clouds"
"4.0	7	27	13	100	1006	0	Passing clouds"
"4.5	7	27	11	100	1006	0	Partly cloudy"
"5.0	7	27	13	94	1006	0	Partly cloudy"
"5.5	7	27	11	94	1006	0	Partly cloudy"
"6.0	7	27	17	100	1007	0	Broken clouds"
"6.5	7	27	17	100	1007	0	Scattered clouds"
"7.0	7	28	19	94	1007	0	Scattered clouds"
"7.5	7	29	22	89	1008	8	Scattered clouds"
"8.5	7	30	24	84	1009	0	Partly sunny"
"9.0	7	30	26	84	1008	0	Partly sunny"
"9.5	7	30	30	79	1009	0	Partly sunny"
"10.0	7	30	28	79	1009	0	Partly sunny"
"10.5	7	30	30	79	1009	0	Partly sunny"
"11.0	7	31	26	75	1008	0	Partly sunny"
"11.5	7	31	28	70	1008	0	Partly sunny"
"12.0	7	32	33	71	1007	0	Scattered clouds"
"12.5	7	32	32	67	1006	0	Scattered clouds"
"13.0	7	32	30	67	1006	0	Scattered clouds"
"13.5	7	33	30	63	1006	0	Scattered clouds"
"14.0	7	32	28	71	1005	0	Scattered clouds"
"14.5	7	32	32	71	1005	0	Scattered clouds"
"15.0	7	31	22	75	1005	8	Sprinkles Scattered clouds"
"15.5	7	31	24	75	1005	0	Scattered clouds"
"16.0	7	29	20	84	1004	0	Scattered clouds"
"16.5	7	30	19	79	1004	0	Thundershowers Broken clouds"
"17.0	7	29	17	89	1005	0	Broken clouds"
"17.5	7	29	13	89	1005	8	Sprinkles Broken clouds"
"18.0	7	28	20	94	1005	8	Sprinkles Broken clouds"
"18.5	7	28	11	94	1006	8	Light rain Partly cloudy"
"19.0	7	28	13	94	1006	8	Partly cloudy"
"19.5	7	28	13	94	1007	8	Partly cloudy"
"20.0	7	28	13	94	1007	8	Partly cloudy"
"20.5	7	28	15	94	1007	8	Partly cloudy"
"21.0	7	28	17	94	1008	8	Partly cloudy"
"22.0	7	28	17	89	1008	0	Passing clouds"
"22.5	7	28	19	89	1008	0	Passing clouds"
"23.0	7	28	17	89	1008	0	Passing clouds"
"23.5	7	27	19	94	1008	0	Passing clouds"
"0.0	7	27	20	94	1008	0	Passing clouds"
"0.5	7	27	15	94	1007	0	Passing clouds"
"1.0	7	27	17	94	1007	0	Passing clouds"
"1.5	7	27	17	94	1007	0	Passing clouds"
"2.0	7	27	19	94	1006	0	Passing clouds"
"2.5	7	27	15	94	1006	0	Passing clouds"
"3.0	7	27	17	94	1006	0	Passing clouds"
"3.5	7	27	17	94	1006	0	Passing clouds"
"4.0	7	27	15	94	1006	0	Passing clouds"
"4.5	7	27	17	94	1006	0	Passing clouds"
"5.0	7	27	17	94	1006	0	Passing clouds"
"5.5	7	27	17	94	1006	0	Passing clouds"
"6.0	7	27	17	94	1007	0	Partly sunny"
"6.5	7	27	17	94	1007	0	Partly sunny"
"7.5	7	28	19	94	1007	0	Partly sunny"
"8.5	7	29	22	89	1008	0	Partly sunny"
"9.0	7	30	22	84	1008	0	Partly sunny"
"9.5	7	30	26	84	1008	0	Partly sunny"
"10.0	7	30	26	79	1008	0	Partly sunny"
"10.5	7	31	26	79	1007	0	Partly sunny"
"11.0	7	31	26	79	1007	0	Partly sunny"
"11.5	7	27	7	100	1007	8	Thunderstorms Scattered clouds"
"12.0	7	30	19	89	1006	0	Scattered clouds"
"12.5	7	32	24	75	1006	0	Scattered clouds"
"13.5	7	31	20	75	1005	0	Scattered clouds"
"14.0	7	30	24	79	1005	0	Sprinkles Scattered clouds"
"14.5	7	28	13	89	1005	8	Sprinkles Scattered clouds"
"15.0	7	29	7	84	1005	0	Scattered clouds"
"15.5	7	29	11	89	1004	8	Broken clouds"
"16.0	7	30	13	84	1004	8	Broken clouds"
"16.5	7	30	13	84	1004	8	Broken clouds"
"17.0	7	30	15	84	1005	8	Broken clouds"
"17.5	7	30	15	79	1005	8	Broken clouds"
"18.0	7	29	9	84	1005	8	Broken clouds"
"18.5	7	29	6	84	1005	8	Partly cloudy"
"19.0	7	28	15	89	1005	0	Passing clouds"
"19.5	7	28	15	89	1006	0	Passing clouds"
"20.0	7	28	17	89	1006	0	Passing clouds"
"20.5	7	28	15	89	1006	0	Passing clouds"
"21.0	7	28	13	89	1007	0	Passing clouds"
"21.5	7	27	13	94	1008	0	Passing clouds"
"22.0	7	27	11	94	1008	0	Passing clouds"
"22.5	7	27	13	94	1008	0	Passing clouds"
"23.0	7	27	15	94	1008	0	Passing clouds"
"23.5	7	27	15	94	1008	0	Passing clouds"
"0.0	7	27	15	94	1007	0	Passing clouds"
"0.5	7	27	15	94	1007	0	Passing clouds"
"1.0	7	27	15	94	1007	0	Passing clouds"
"1.5	7	27	15	94	1007	0	Passing clouds"
"2.0	7	27	17	94	1007	0	Passing clouds"
"2.5	7	27	15	94	1006	0	Passing clouds"
"3.0	7	27	13	94	1006	0	Passing clouds"
"3.5	7	27	15	94	1006	0	Passing clouds"
"4.0	7	27	17	94	1006	8	Passing clouds"
"4.5	7	27	15	100	1006	8	Passing clouds"
"5.0	7	27	15	94	1006	8	Passing clouds"
"5.5	7	27	15	100	1006	8	Passing clouds"
"6.0	7	27	17	100	1007	8	Scattered clouds"
"6.5	7	27	15	94	1007	9	Scattered clouds"
"7.0	7	27	17	100	1007	0	Passing clouds"
"7.5	7	28	20	94	1008	0	Partly sunny"
"8.5	7	29	19	89	1008	0	Partly sunny"
"9.0	7	30	22	84	1008	0	Partly sunny"
"9.5	7	31	20	79	1008	0	Partly sunny"
"10.0	7	31	28	75	1008	0	Partly sunny"
"10.5	7	31	28	75	1008	0	Partly sunny"
"11.0	7	31	24	70	1008	0	Partly sunny"
"11.5	7	33	26	67	1007	0	Partly sunny"
"12.0	7	32	30	67	1007	0	Partly sunny"
"12.5	7	32	28	71	1006	0	Partly sunny"
"13.0	7	32	30	67	1006	0	Partly sunny"
"13.5	7	33	30	59	1006	0	Partly sunny"
"14.0	7	33	30	63	1006	0	Partly sunny"
"14.5	7	33	28	67	1005	0	Scattered clouds"
"15.0	7	32	28	67	1005	0	Scattered clouds"
"15.5	7	32	28	67	1005	0	Scattered clouds"
"16.0	7	32	24	67	1004	0	Sprinkles Scattered clouds"
"16.5	7	32	28	67	1005	0	Scattered clouds"
"17.0	7	31	28	70	1004	0	Scattered clouds"
"17.5	7	31	24	70	1005	0	Scattered clouds"
"18.0	7	30	22	75	1005	0	Partly sunny"
"18.5	7	30	22	75	1005	0	Passing clouds"
"19.0	7	29	19	79	1006	0	Passing clouds"
"19.5	7	29	19	84	1006	0	Passing clouds"
"20.5	7	28	17	89	1007	0	Passing clouds"
"21.0	7	28	13	89	1008	0	Passing clouds"
"21.5	7	28	15	89	1008	0	Passing clouds"
"22.0	7	28	15	89	1008	0	Passing clouds"
"22.5	7	28	17	89	1009	0	Passing clouds"
"23.0	7	28	15	89	1009	0	Passing clouds"
"23.5	7	28	17	89	1009	0	Passing clouds"
"0.0	7	28	19	89	1009	0	Passing clouds"
"0.5	7	28	17	89	1008	0	Passing clouds"
"1.0	7	27	17	94	1008	0	Passing clouds"
"1.5	7	27	19	94	1008	0	Passing clouds"
"2.0	7	27	17	94	1007	0	Passing clouds"
"2.5	7	27	17	94	1007	0	Passing clouds"
"3.0	7	27	15	94	1007	0	Passing clouds"
"3.5	7	27	15	94	1007	0	Passing clouds"
"4.0	7	27	15	94	1007	0	Passing clouds"
"4.5	7	27	13	94	1007	0	Passing clouds"
"5.0	7	27	13	94	1007	0	Passing clouds"
"5.5	7	27	17	94	1007	0	Passing clouds"
"6.0	7	27	15	100	1008	8	Scattered clouds"
"6.5	7	27	15	100	1008	8	Scattered clouds"
"7.0	7	27	17	100	1008	8	Scattered clouds"
"7.5	7	28	19	94	1009	8	Scattered clouds"
"8.5	7	29	15	89	1009	8	Partly sunny"
"9.0	7	29	15	89	1009	8	Partly sunny"
"9.5	7	27	9	100	1009	4	Rain showers Partly sunny"
"10.0	7	29	7	94	1009	7	Partly sunny"
"10.5	7	29	13	89	1008	7	Sprinkles Partly sunny"
"11.0	7	29	6	94	1008	8	Scattered clouds"
"11.5	7	24	22	94	1009	1	Strong thunderstorms Broken clouds"
"12.0	7	25	9	94	1008	8	Thunderstorms Broken clouds"
"13.0	7	27	11	100	1007	0	Broken clouds"
"13.5	7	27	15	100	1007	0	Partly sunny"
"14.0	7	28	17	94	1006	0	Partly sunny"
"14.5	7	29	19	84	1006	0	Partly sunny"
"15.0	7	30	22	79	1006	0	Scattered clouds"
"15.5	7	30	22	79	1005	0	Scattered clouds"
"16.0	7	30	22	79	1005	0	Scattered clouds"
"16.5	7	29	20	84	1006	0	Scattered clouds"
"17.0	7	29	17	84	1006	0	Partly sunny"
"17.5	7	28	17	89	1005	0	Partly sunny"
"18.0	7	28	17	89	1006	0	Partly sunny"
"18.5	7	28	17	89	1006	8	Passing clouds"
"19.0	7	27	13	94	1006	8	Passing clouds"
"19.5	7	27	13	94	1007	8	Passing clouds"
"20.0	7	27	15	94	1008	8	Passing clouds"
"20.5	7	27	11	94	1008	8	Passing clouds"
"21.0	7	27	11	94	1008	8	Passing clouds"
"21.5	7	27	7	94	1009	0	Passing clouds"
"22.0	7	27	9	94	1009	0	Passing clouds"
"22.5	7	27	13	94	1009	0	Passing clouds"
"23.0	7	27	9	94	1010	0	Passing clouds"
"23.5	7	26	9	100	1009	0	Passing clouds"
"0.0	7	27	9	94	1009	0	Passing clouds"
"0.5	7	27	11	94	1009	9	Passing clouds"
"1.0	7	27	9	94	1008	8	Passing clouds"
"1.5	7	27	13	94	1008	8	Passing clouds"
"2.0	7	26	11	100	1007	8	Passing clouds"
"2.5	7	26	13	100	1007	8	Passing clouds"
"3.0	7	26	7	100	1007	8	Passing clouds"
"3.5	7	26	9	94	1007	8	Passing clouds"
"4.0	7	26	9	100	1007	8	Passing clouds"
"4.5	7	26	7	100	1007	8	Passing clouds"
"5.0	7	26	9	100	1008	8	Passing clouds"
"5.5	7	26	13	100	1008	8	Passing clouds"
"6.0	7	26	11	100	1008	8	Scattered clouds"
"6.5	7	26	9	100	1008	8	Scattered clouds"
"7.0	7	27	9	100	1008	6	Passing clouds"
"7.5	7	28	17	94	1008	0	Scattered clouds"
"8.0	7	28	17	94	1008	0	Scattered clouds"
"8.5	7	30	19	84	1009	0	Passing clouds"
"9.0	7	30	20	79	1009	0	Scattered clouds"
"9.5	7	30	19	79	1009	0	Partly sunny"
"10.0	7	31	26	75	1009	0	Partly sunny"
"10.5	7	31	26	70	1009	0	Partly sunny"
"11.0	7	32	22	67	1008	0	Broken clouds"
"11.5	7	32	22	67	1008	0	Broken clouds"
"12.0	7	32	22	67	1008	0	Partly sunny"
"12.5	7	33	22	67	1007	0	Scattered clouds"
"13.0	7	33	24	67	1007	0	Scattered clouds"
"13.5	7	33	20	67	1006	0	Scattered clouds"
"14.0	7	34	20	59	1006	0	Scattered clouds"
"14.5	7	33	20	67	1006	0	Scattered clouds"
"15.0	7	33	20	67	1005	0	Scattered clouds"
"15.5	7	33	20	63	1005	0	Scattered clouds"
"16.0	7	33	20	63	1005	0	Scattered clouds"
"16.5	7	32	20	67	1005	0	Scattered clouds"
"17.0	7	31	20	70	1005	0	Scattered clouds"
"17.5	7	31	15	75	1005	0	Scattered clouds"
"18.0	7	30	19	79	1006	0	Scattered clouds"
"18.5	7	30	22	79	1006	0	Passing clouds"
"19.0	7	29	20	84	1006	0	Passing clouds"
"19.5	7	29	19	84	1007	0	Passing clouds"
"20.5	7	28	19	89	1008	0	Passing clouds"
"21.0	7	28	17	89	1008	0	Passing clouds"
"21.5	7	28	17	89	1008	8	Passing clouds"
"22.0	7	28	17	89	1008	0	Passing clouds"
"22.5	7	28	19	89	1008	8	Passing clouds"
"23.0	7	28	19	89	1008	8	Passing clouds"
"23.5	7	28	15	89	1008	8	Passing clouds"
"0.0	7	28	15	89	1008	8	Passing clouds"
"0.5	7	28	19	89	1008	8	Passing clouds"
"1.0	7	27	13	94	1007	8	Passing clouds"
"1.5	7	27	17	94	1007	8	Passing clouds"
"2.0	7	27	17	94	1007	8	Passing clouds"
"2.5	7	27	13	94	1007	8	Passing clouds"
"3.0	7	27	13	94	1007	8	Passing clouds"
"3.5	7	27	15	94	1006	8	Passing clouds"
"4.0	7	27	13	94	1007	8	Passing clouds"
"4.5	7	27	13	94	1007	8	Passing clouds"
"5.0	7	27	15	94	1007	8	Passing clouds"
"5.5	7	27	13	94	1007	8	Passing clouds"
"6.0	7	27	15	100	1007	8	Partly sunny"
"6.5	7	27	17	100	1007	8	Partly sunny"
"7.0	7	28	17	94	1007	8	Partly sunny"
"7.5	7	28	19	94	1007	8	Partly sunny"
"8.5	7	30	20	84	1008	0	Partly sunny"
"9.0	7	30	19	84	1008	0	Partly sunny"
"9.5	7	31	22	79	1008	0	Partly sunny"
"10.0	7	31	20	75	1008	0	Partly sunny"
"10.5	7	31	22	75	1008	0	Partly sunny"
"11.0	7	32	19	75	1008	0	Partly sunny"
"11.5	7	31	22	75	1008	0	Sprinkles Partly sunny"
"12.0	7	33	22	67	1007	8	Sprinkles Scattered clouds"
"12.5	7	32	24	71	1007	0	Scattered clouds"
"13.5	7	33	24	63	1006	0	Scattered clouds"
"14.0	7	32	26	67	1006	0	Scattered clouds"
"14.5	7	33	24	63	1005	0	Scattered clouds"
"15.0	7	32	24	67	1005	0	Scattered clouds"
"15.5	7	32	24	67	1005	0	Scattered clouds"
"16.0	7	32	22	71	1005	0	Scattered clouds"
"16.5	7	32	24	71	1005	0	Scattered clouds"
"17.0	7	31	24	75	1005	0	Scattered clouds"
"17.5	7	31	19	75	1005	0	Broken clouds"
"18.0	7	30	24	79	1006	0	Broken clouds"
"18.5	7	30	20	75	1006	0	Partly cloudy"
"19.0	7	29	22	84	1007	0	Partly cloudy"
"19.5	7	29	19	84	1007	0	Passing clouds"
"20.5	7	28	17	89	1008	0	Passing clouds"
"21.0	7	28	19	89	1008	0	Passing clouds"
"21.5	7	28	17	89	1008	0	Passing clouds"
"22.0	7	28	13	89	1009	0	Passing clouds"
"22.5	7	28	13	89	1009	0	Passing clouds"
"23.0	7	28	13	89	1009	0	Passing clouds"
"23.5	7	28	15	89	1009	0	Passing clouds"
"0.0	7	28	15	89	1008	0	Passing clouds"
"0.5	7	27	19	94	1008	0	Passing clouds"
"1.0	7	28	15	89	1008	0	Passing clouds"
"1.5	7	27	13	94	1008	0	Passing clouds"
"2.0	7	27	13	94	1007	0	Passing clouds"
"2.5	7	27	11	94	1007	0	Passing clouds"
"3.0	7	27	13	100	1007	0	Passing clouds"
"3.5	7	27	9	94	1007	0	Passing clouds"
"4.5	7	27	11	94	1007	0	Passing clouds"
"5.0	7	27	11	94	1007	0	Passing clouds"
"5.5	7	27	11	100	1007	8	Passing clouds"
"6.0	7	27	11	100	1007	8	Scattered clouds"
"6.5	7	27	13	100	1007	0	Scattered clouds"
"7.0	7	28	15	94	1008	0	Scattered clouds"
"7.5	7	28	17	94	1008	0	Partly sunny"
"8.5	7	29	17	89	1008	0	Partly sunny"
"9.0	7	30	22	84	1008	0	Partly sunny"
"9.5	7	30	19	84	1008	0	Partly sunny"
"10.0	7	31	19	79	1008	0	Partly sunny"
"10.5	7	31	20	79	1008	0	Scattered clouds"
"11.0	7	32	19	71	1007	0	Scattered clouds"
"11.5	7	32	19	67	1007	0	Scattered clouds"
"12.0	7	32	26	71	1007	0	Scattered clouds"
"12.5	7	32	24	67	1006	0	Scattered clouds"
"13.0	7	33	22	67	1006	0	Scattered clouds"
"13.5	7	34	22	63	1005	0	Scattered clouds"
"14.0	7	33	22	67	1005	0	Scattered clouds"
"14.5	7	32	22	67	1005	0	Scattered clouds"
"15.0	7	33	19	63	1004	0	Scattered clouds"
"15.5	7	32	20	67	1004	0	Scattered clouds"
"16.0	7	32	26	71	1004	0	Partly sunny"
"16.5	7	30	28	75	1005	0	Partly sunny"
"17.0	7	29	17	79	1005	0	Broken clouds"
"17.5	7	29	24	84	1006	0	Broken clouds"
"18.0	7	28	17	84	1006	0	Broken clouds"
"18.5	7	28	17	84	1005	0	Partly cloudy"
"19.0	7	28	17	89	1006	0	Partly cloudy"
"19.5	7	28	17	89	1006	0	Passing clouds"
"20.5	7	28	9	94	1007	0	Passing clouds"
"21.0	7	28	13	94	1008	0	Passing clouds"
"21.5	7	28	11	94	1008	0	Passing clouds"
"22.0	7	28	15	89	1008	0	Passing clouds"
"22.5	7	28	13	89	1009	0	Passing clouds"
"23.5	7	28	17	89	1009	0	Passing clouds"
"0.0	7	27	17	94	1009	0	Passing clouds"
"0.5	7	27	17	94	1008	0	Passing clouds"
"1.0	7	27	15	94	1008	0	Passing clouds"
"1.5	7	27	13	94	1007	0	Passing clouds"
"2.0	7	27	13	94	1007	0	Passing clouds"
"2.5	7	27	15	94	1006	0	Passing clouds"
"3.0	7	27	11	94	1006	0	Passing clouds"
"3.5	7	27	13	94	1006	0	Passing clouds"
"4.0	7	26	13	100	1006	0	Partly cloudy"
"4.5	7	27	15	94	1006	0	Partly cloudy"
"5.0	7	27	13	94	1006	0	Partly cloudy"
"5.5	7	26	11	100	1006	8	Partly cloudy"
"6.0	7	26	11	100	1006	8	Broken clouds"
"6.5	7	27	15	100	1007	8	Partly sunny"
"7.0	7	27	17	94	1007	0	Partly sunny"
"7.5	7	28	17	94	1007	0	Partly sunny"
"8.5	7	29	22	89	1008	0	Partly sunny"
"9.0	7	29	19	84	1008	0	Scattered clouds"
"9.5	7	30	20	79	1008	0	Scattered clouds"
"10.5	7	31	22	75	1008	0	Partly sunny"
"11.0	7	32	19	75	1007	0	Partly sunny"
"11.5	7	32	17	75	1007	0	Partly sunny"
"12.0	7	33	17	67	1006	0	Partly sunny"
"12.5	7	32	17	67	1006	0	Partly sunny"
"13.0	7	33	19	67	1006	0	Partly sunny"
"13.5	7	33	20	63	1006	0	Scattered clouds"
"14.0	7	32	17	67	1005	0	Scattered clouds"
"14.5	7	32	20	71	1005	0	Partly sunny"
"15.0	7	31	11	70	1005	6	Sprinkles Partly sunny"
"15.5	7	31	9	75	1004	0	Broken clouds"
"16.5	7	30	20	70	1005	0	Broken clouds"
"17.0	7	30	20	75	1005	0	Broken clouds"
"17.5	7	29	17	79	1005	0	Broken clouds"
"18.0	7	28	17	89	1005	8	Light rain Broken clouds"
"18.5	7	28	11	94	1006	8	Light rain Partly cloudy"
"19.0	7	28	9	94	1006	8	Light rain Partly cloudy"
"19.5	7	28	13	94	1006	8	Light rain Partly cloudy"
"20.0	7	28	15	94	1007	8	Light rain Partly cloudy"
"20.5	7	28	15	94	1007	8	Partly cloudy"
"21.0	7	28	17	94	1007	0	Warm"
"21.5	7	28	19	89	1008	0	Partly cloudy"
"22.0	7	28	17	89	1008	0	Partly cloudy"
"22.5	7	28	19	89	1008	0	Partly cloudy"
"23.0	7	28	15	89	1008	0	Partly cloudy"
"23.5	7	27	15	94	1008	0	Partly cloudy"
"0.0	7	27	17	94	1008	0	Partly cloudy"
"0.5	7	27	13	94	1008	0	Passing clouds"
"1.0	7	27	11	94	1007	0	Passing clouds"
"1.5	7	27	11	94	1007	0	Passing clouds"
"2.5	7	27	13	94	1007	0	Passing clouds"
"3.0	7	27	11	94	1007	0	Passing clouds"
"3.5	7	26	9	94	1007	0	Passing clouds"
"4.0	7	26	9	94	1007	0	Passing clouds"
